#,ID,Date,Description,Mode,Category,Sub Category,Amount,Balance,FCU Identified
792,792,03-07-2022,ATM DEC CHG/07-01-98/GST,ecs,withdrawal,fuel,-2102.5,3918100.56,Verified
793,793,04-07-2022,INF/INFT/488534702907/Morgan-Perkins /Robert,imps,expenses,other,8003.65,736522.67,
794,794,04-07-2022,INF/INFT/564793408402/Brown-Hernandez /Matthew,upi,reversal credit,other,600,1943007.67,Fraud Identified
795,795,04-07-2022,UPI/726737107854/NO REMARKS/robinsongary@upi/New Jesse,ecs,expenses,other,7185.83,3876460.36,Verified
796,796,05-07-2022,APBS/IOC Ref No2336606448/68817177682872,inft,reversal credit,loan,6339.85,2586651.08,Verified
797,797,05-07-2022,ATM DEC CHG/04-04-86/GST,atm,withdrawal,recharge,-1258.9,2613418.91,
798,798,06-07-2022,BIL/RCHG/5978109369/Vodafone -/825-252-7753x896,imps,subsidy,fuel,-3384.64,4174794.19,Fraud Identified
799,799,07-07-2022,NFS/SAND07/CASH WDL/18-04-96,vps,withdrawal,other,5944.92,495283.1,Verified
800,800,07-07-2022,"VPS/Morales, Leon and Krueger/21419063020/Sheppardport",atm,withdrawal,fuel,3052.72,575741.63,Verified
801,801,07-07-2022,ATM DEC CHG/15-10-97/GST,upi,reversal credit,loan,-4058.42,3103636.14,Verified
802,802,08-07-2022,ATM DEC CHG/18-09-89/GST,ecs,subsidy,other,4300.38,2154210.76,
803,803,08-07-2022,BIL/RCHG/623925487/Vodafone -/+1-876-253-4841,upi,other credit,bounce,-4269.57,3453067.93,Verified
804,804,09-07-2022,VPS/Smith PLC/686876174497/Robertfurt,atm,expenses,loan,-2710.2,4125275.21,Fraud Identified
805,805,10-07-2022,INF/INFT/35941644474/Mosley LLC /Amanda,atm,other credit,loan,65.89,3978390.8,Verified
806,806,11-07-2022,INF/INFT/971895950235/Molina and Sons /Kevin,atm,subsidy,bounce,-1441.65,3125352.94,
807,807,14-07-2022,INF/INFT/963585177675/Leach-Farrell /Margaret,ecs,withdrawal,loan,5169.34,3466045.98,
808,808,15-07-2022,UPI/343344061129/NO REMARKS/susandougherty@upi/Crystalburgh,atm,other credit,fuel,1530.08,356997.86,Fraud Identified
809,809,15-07-2022,UPI/991692565085/NO REMARKS/gcuevas@upi/South James,atm,reversal credit,bounce,-4090.41,1542488.69,Verified
810,810,15-07-2022,IPS/MASTER FUEL/648695290430/000000000980/Jessicaland,atm,reversal credit,recharge,-2233.3,1845350.28,Fraud Identified
811,811,15-07-2022,UPI/569244243073/NO REMARKS/hknight@upi/South Cassidyfort,upi,reversal credit,bounce,4788.16,2471297.14,Verified
812,812,15-07-2022,VPS/Morgan and Sons/828915876209/New Julieview,imps,withdrawal,loan,-3843.08,3908349.52,
813,813,16-07-2022,APBS/IOC Ref No1971641430/68391014179124,atm,other credit,bounce,8644.11,3716424.64,Verified
814,814,17-07-2022,INF/INFT/897771441722/Richardson-Cox /Charles,imps,subsidy,recharge,8535.34,828954.35,Verified
815,815,18-07-2022,NFS/CSND07/CASH WDL/15-06-05,imps,other credit,loan,1860.24,351083.12,
816,816,18-07-2022,BIL/RCHG/216924731/Vodafone -/308-627-2878,atm,other credit,fuel,3391.47,1939867.53,
817,817,19-07-2022,ATM DEC CHG/17-08-91/GST,vps,expenses,loan,3799.91,760387.75,
818,818,19-07-2022,APBS/IOC Ref No5275411425/41718073330948,upi,subsidy,fuel,2794.96,931377.24,Fraud Identified
819,819,19-07-2022,UPI/535642331704/NO REMARKS/jmontoya@upi/East Angelaton,imps,other credit,bounce,5551.74,1422418.86,
820,820,19-07-2022,IPS/MASTER FUEL/648119623798/000000000980/New Steven,imps,reversal credit,other,-871.47,2784413.08,Fraud Identified
821,821,20-07-2022,IPS/MASTER FUEL/207282684593/000000000980/Johnnymouth,atm,subsidy,recharge,3258.44,1980712.68,Verified
822,822,20-07-2022,APBS/IOC Ref No3284423123/10548697112720,vps,expenses,loan,949.85,3223139.49,Fraud Identified
823,823,21-07-2022,NFS/AXND07/CASH WDL/03-10-99,atm,withdrawal,recharge,1420.89,4496009.87,
824,824,22-07-2022,INF/INFT/443975741403/Roth-Wood /Kerri,inft,other credit,loan,7272.64,4562262.38,Fraud Identified
825,825,24-07-2022,INF/INFT/747346035625/Osborne-Davila /Nathan,vps,withdrawal,recharge,1208.4,213196.42,
826,826,24-07-2022,"VPS/Rodriguez, Nelson and Coffey/93205211338/Marksburgh",ecs,subsidy,fuel,6550.9,4255588.88,Fraud Identified
827,827,25-07-2022,ATM DEC CHG/25-05-99/GST,upi,expenses,recharge,9328.28,286059.76,
828,828,25-07-2022,UPI/521843157470/NO REMARKS/bowersjulie@upi/Port James,imps,subsidy,other,8844.58,3027485.02,Verified
829,829,26-07-2022,APBS/IOC Ref No9713235788/57160049656087,vps,withdrawal,recharge,6272.98,4112861.37,Fraud Identified
830,830,26-07-2022,IPS/MASTER FUEL/438227325351/000000000980/Karenchester,vps,expenses,fuel,7775.28,4249327.93,Fraud Identified
831,831,27-07-2022,"VPS/Swanson, Jones and Hayes/815848818625/Smithview",inft,other credit,fuel,-4070.48,1534187.62,Fraud Identified
832,832,28-07-2022,ATM DEC CHG/24-12-95/GST,inft,expenses,loan,2186,2975315.94,
833,833,28-07-2022,ATM DEC CHG/28-01-94/GST,vps,subsidy,fuel,-203.72,3507777.94,Verified
834,834,28-07-2022,ATM DEC CHG/21-11-85/GST,vps,expenses,other,3771.93,4352000.71,
835,835,29-07-2022,INF/INFT/777483469622/Nguyen-Hall /Eric,atm,other credit,bounce,5896.63,2744154.5,
836,836,29-07-2022,BIL/RCHG/720700109/Vodafone -/2648559479,imps,subsidy,fuel,-4841.91,4123583.95,
837,837,29-07-2022,BIL/RCHG/2534284756/Vodafone -/417-861-6808x8368,upi,subsidy,recharge,-4225.67,4560998.53,
838,838,30-07-2022,IPS/MASTER FUEL/821220334671/000000000980/Townsendshire,inft,withdrawal,bounce,9522.35,280907.42,Verified
839,839,30-07-2022,VPS/Carter Inc/617368138000/Michelleview,upi,subsidy,fuel,-2926.18,359572.48,Verified
840,840,30-07-2022,ATM DEC CHG/11-11-05/GST,upi,subsidy,recharge,9520.84,3828899.95,Fraud Identified
841,841,01-08-2022,NFS/IKND07/CASH WDL/24-08-83,atm,other credit,other,5305.54,24862.31,
842,842,01-08-2022,BIL/RCHG/5014690076/Vodafone -/679-398-6511x08383,ecs,reversal credit,bounce,2880.23,779851.31,Verified
843,843,01-08-2022,APBS/IOC Ref No1220341376/47579297736237,atm,reversal credit,bounce,4976.46,2137701.22,Fraud Identified
844,844,03-08-2022,NFS/IKND07/CASH WDL/25-10-96,atm,expenses,loan,-3004.59,1768650.34,Verified
845,845,03-08-2022,INF/INFT/431798468633/Robinson LLC /Madison,atm,withdrawal,fuel,6072.4,3201380.07,
846,846,03-08-2022,UPI/434834062011/NO REMARKS/taylormary@upi/Veronicaton,atm,withdrawal,fuel,1840.14,3969074.1,
847,847,04-08-2022,UPI/573115197438/NO REMARKS/qhendrix@upi/North Marcus,imps,reversal credit,loan,9548.28,4440262.84,Verified
848,848,05-08-2022,NFS/QIND07/CASH WDL/19-06-93,atm,subsidy,recharge,1203.23,2213803.35,
849,849,06-08-2022,ATM DEC CHG/21-07-02/GST,upi,subsidy,loan,-2524.98,141296.11,Verified
850,850,07-08-2022,INF/INFT/71053512780/Flores PLC /Danny,imps,withdrawal,recharge,23.23,498193.76,Fraud Identified
851,851,08-08-2022,APBS/IOC Ref No7714934656/60328916346770,atm,subsidy,loan,-963.36,4136054.32,Verified
852,852,09-08-2022,"INF/INFT/214371939705/Armstrong, Ellis and Juarez /Jessica",imps,expenses,recharge,3121.47,1813663.96,Verified
853,853,10-08-2022,IPS/MASTER FUEL/337810461283/000000000980/Hicksland,upi,reversal credit,fuel,8556.13,2062432.55,Fraud Identified
854,854,10-08-2022,INF/INFT/109703599787/Clements LLC /Christopher,upi,other credit,other,8855.9,3341362.11,Verified
855,855,10-08-2022,APBS/IOC Ref No9879601651/21554572360612,imps,reversal credit,fuel,-4852.24,3351540.33,Verified
856,856,10-08-2022,BIL/RCHG/371687552/Vodafone -/(457)461-7374x007,imps,other credit,recharge,2072.23,3908257.73,
857,857,10-08-2022,INF/INFT/511000152228/Rodriguez LLC /Marcus,vps,subsidy,loan,-2031.85,4291411.41,
858,858,10-08-2022,ATM DEC CHG/13-05-89/GST,imps,withdrawal,recharge,4521.48,4602659.56,
859,859,11-08-2022,ATM DEC CHG/16-05-03/GST,inft,subsidy,loan,-4262.41,1170195.34,
860,860,11-08-2022,IPS/MASTER FUEL/931279375135/000000000980/New Jaredside,vps,other credit,bounce,9405.29,2506624.75,Fraud Identified
861,861,11-08-2022,ATM DEC CHG/12-08-06/GST,imps,withdrawal,recharge,-3747.09,4140539.22,Verified
862,862,12-08-2022,ATM DEC CHG/20-03-89/GST,imps,expenses,other,-4894.43,4040520.98,Fraud Identified
863,863,13-08-2022,BIL/RCHG/1435210812/Vodafone -/001-211-859-8512x68813,ecs,subsidy,loan,-865.5,1859670.41,
864,864,13-08-2022,NFS/TVND07/CASH WDL/13-10-86,inft,other credit,loan,-3277.03,2428422.8,Fraud Identified
865,865,13-08-2022,NFS/VYND07/CASH WDL/04-03-76,inft,withdrawal,recharge,7572.18,3175396.95,Fraud Identified
866,866,13-08-2022,"INF/INFT/116652961493/Smith, Reid and Juarez /James",ecs,expenses,fuel,532.79,3532937.62,Verified
867,867,14-08-2022,"INF/INFT/329251337842/Howard, Murphy and Richardson /Stephanie",atm,reversal credit,loan,-4235.41,2530532.54,Verified
868,868,14-08-2022,NFS/URND07/CASH WDL/22-07-88,atm,reversal credit,bounce,5919.09,4634693.28,Fraud Identified
869,869,15-08-2022,APBS/IOC Ref No9007653438/9075156550099,upi,reversal credit,other,2135.24,2756766.65,
870,870,15-08-2022,ATM DEC CHG/05-06-79/GST,upi,expenses,bounce,879.78,2996473.69,Fraud Identified
871,871,16-08-2022,"VPS/Schmidt, King and Stark/285794953932/South Morgan",imps,reversal credit,recharge,4532.05,225994.09,
872,872,17-08-2022,UPI/245082977689/NO REMARKS/grayvanessa@upi/Adamsview,atm,withdrawal,loan,9544.74,1191447.7,Fraud Identified
873,873,18-08-2022,APBS/IOC Ref No4028105011/56048433860724,atm,expenses,other,2718.65,498596.77,Verified
874,874,18-08-2022,INF/INFT/380748089408/Jones PLC /Michelle,inft,reversal credit,bounce,7181.37,563586.86,
875,875,18-08-2022,IPS/MASTER FUEL/54414312476/000000000980/Mezamouth,inft,withdrawal,fuel,-1076.93,2840822.7,
876,876,19-08-2022,UPI/292302832234/NO REMARKS/thomaslarry@upi/Russellfort,imps,other credit,other,5075.84,3607723.15,Fraud Identified
877,877,19-08-2022,NFS/IEND07/CASH WDL/29-11-91,vps,reversal credit,fuel,9594.2,4230014.45,
878,878,20-08-2022,IPS/MASTER FUEL/640522185675/000000000980/Port Juliaborough,upi,subsidy,bounce,6358.79,3820694.71,
879,879,20-08-2022,ATM DEC CHG/24-09-97/GST,inft,reversal credit,fuel,5185.52,4103519.41,
880,880,20-08-2022,"VPS/Chambers, Gibson and Richards/483352187161/South Charlotteshire",upi,other credit,fuel,-1982.81,4637718.51,
881,881,21-08-2022,IPS/MASTER FUEL/966348041407/000000000980/Amyberg,ecs,subsidy,other,-1988.23,2681188.36,Fraud Identified
882,882,23-08-2022,BIL/RCHG/7355297626/Vodafone -/+1-992-954-1905,ecs,subsidy,other,7688.4,1911939.99,Verified
883,883,23-08-2022,ATM DEC CHG/09-07-95/GST,ecs,withdrawal,recharge,4791.05,2545822.58,Verified
884,884,23-08-2022,BIL/RCHG/6721937866/Vodafone -/001-838-564-9329x36048,imps,other credit,loan,148.28,3767313.39,
885,885,23-08-2022,IPS/MASTER FUEL/433710920754/000000000980/North Jamie,atm,reversal credit,bounce,9855.57,3817654.57,
886,886,24-08-2022,BIL/RCHG/1999674049/Vodafone -/583.259.9852x343,ecs,withdrawal,fuel,3486.14,189713.55,Verified
887,887,24-08-2022,VPS/Meza Inc/214378565240/Johnbury,ecs,subsidy,loan,1765.29,1764139.17,Fraud Identified
888,888,25-08-2022,INF/INFT/600537400802/Phillips Ltd /Anita,vps,withdrawal,recharge,9454.63,2421906.81,
889,889,26-08-2022,ATM DEC CHG/27-02-97/GST,vps,expenses,loan,5014.09,2218277.62,Verified
890,890,26-08-2022,VPS/Lewis PLC/792223374320/Smithshire,inft,other credit,loan,7975.29,4667699.83,Fraud Identified
891,891,27-08-2022,APBS/IOC Ref No7241891876/21344381507068,inft,subsidy,other,9413.64,13180.43,
892,892,27-08-2022,NFS/ZLND07/CASH WDL/20-09-91,atm,subsidy,loan,7930.61,3442499.01,
893,893,28-08-2022,UPI/46159297501/NO REMARKS/btaylor@upi/West Ashley,imps,reversal credit,fuel,-2616.54,1714157.98,Verified
894,894,28-08-2022,APBS/IOC Ref No2332351173/80416726252298,imps,subsidy,loan,-4332.83,3635133.78,Verified
895,895,29-08-2022,APBS/IOC Ref No5237198370/48142498862267,upi,other credit,recharge,-431.17,1805845.57,Fraud Identified
896,896,29-08-2022,BIL/RCHG/9991944551/Vodafone -/(828)640-9115x1056,atm,expenses,bounce,7113.71,4503131.91,Fraud Identified
897,897,30-08-2022,VPS/Turner-Escobar/828231552195/Josephburgh,upi,withdrawal,fuel,9444.68,146441.22,Fraud Identified
898,898,01-09-2022,BIL/RCHG/2978712572/Vodafone -/389-700-7379x79269,inft,subsidy,other,3718.18,2244765.8,
899,899,01-09-2022,INF/INFT/64816726088/Case-Smith /David,imps,reversal credit,bounce,1664.42,2288208.49,Fraud Identified
900,900,01-09-2022,"INF/INFT/618409500246/Patel, Melton and Watson /Mary",ecs,expenses,loan,2834.76,3243356.45,
901,901,02-09-2022,VPS/Jones Ltd/707276929929/New Nicole,ecs,expenses,recharge,2501.66,3181309.41,Fraud Identified
902,902,03-09-2022,"VPS/Vargas, Taylor and Marsh/592234941251/Port Crystal",ecs,withdrawal,recharge,6330.81,289785.68,Fraud Identified
903,903,03-09-2022,IPS/MASTER FUEL/548349326037/000000000980/Amyberg,vps,subsidy,bounce,5934.55,1906533.46,Fraud Identified
904,904,03-09-2022,NFS/KMND07/CASH WDL/12-07-89,vps,withdrawal,recharge,783.62,3959643.27,Verified
905,905,05-09-2022,NFS/QTND07/CASH WDL/06-03-05,imps,withdrawal,fuel,4454.32,3907746.79,Fraud Identified
906,906,05-09-2022,INF/INFT/688168658590/Cameron-Pierce /Ashley,inft,withdrawal,bounce,7826.76,4386563.65,Fraud Identified
907,907,06-09-2022,VPS/Williams-Gordon/423858622216/East Robertfurt,ecs,reversal credit,recharge,6559.67,635279.69,Fraud Identified
908,908,06-09-2022,ATM DEC CHG/18-10-94/GST,inft,withdrawal,loan,208.99,4441578.63,Fraud Identified
909,909,07-09-2022,APBS/IOC Ref No2550920931/91260931760743,atm,other credit,other,3243.35,4334185.93,Fraud Identified
910,910,09-09-2022,UPI/722731401145/NO REMARKS/kristinparker@upi/West Jaybury,ecs,expenses,bounce,1721.59,3177790.95,
911,911,10-09-2022,UPI/526557127715/NO REMARKS/adam85@upi/Boydberg,imps,reversal credit,loan,792.15,4566415.47,Verified
912,912,11-09-2022,"INF/INFT/567416082166/Ayala, Adams and Sandoval /Richard",ecs,reversal credit,fuel,-1900.67,702548.09,Verified
913,913,12-09-2022,IPS/MASTER FUEL/968597660883/000000000980/New Jamesview,upi,other credit,other,7707.48,1215964.88,
914,914,12-09-2022,NFS/EAND07/CASH WDL/08-07-96,vps,expenses,other,-1259.03,1954213.59,Fraud Identified
915,915,12-09-2022,"VPS/Harper, Matthews and Foster/251089808166/Maryport",ecs,subsidy,bounce,5338.71,4509325.53,Fraud Identified
916,916,13-09-2022,ATM DEC CHG/25-09-77/GST,ecs,withdrawal,bounce,-28.58,3356867.52,Fraud Identified
917,917,14-09-2022,"INF/INFT/810587377224/Cummings, Sparks and Anderson /Jose",inft,reversal credit,loan,7681.94,1617659.8,
918,918,14-09-2022,APBS/IOC Ref No7594354837/33021629426853,inft,reversal credit,bounce,-1387.13,2954627.23,
919,919,15-09-2022,BIL/RCHG/4915362858/Vodafone -/(571)515-3083,vps,reversal credit,recharge,-4670.53,3349453.58,Verified
920,920,15-09-2022,UPI/408338671806/NO REMARKS/tinamarquez@upi/North Darylland,vps,withdrawal,loan,4844.7,3763127.04,
921,921,16-09-2022,VPS/Holloway PLC/357339988724/New Robert,vps,subsidy,loan,-2681.06,4635694.73,Fraud Identified
922,922,17-09-2022,"INF/INFT/246831985921/Bond, Peters and Thompson /Yvonne",ecs,reversal credit,recharge,6205.27,2028003.64,
923,923,20-09-2022,UPI/679676707232/NO REMARKS/njoseph@upi/North Dave,ecs,reversal credit,loan,6813.12,74723.67,Verified
924,924,20-09-2022,UPI/74188419181/NO REMARKS/miguel02@upi/Michelleville,ecs,expenses,recharge,5458.03,201962.87,Verified
925,925,21-09-2022,APBS/IOC Ref No2338558249/97432441287505,vps,subsidy,bounce,2925.12,1441193.87,Verified
926,926,22-09-2022,ATM DEC CHG/20-10-90/GST,imps,subsidy,fuel,6555.17,2263638.03,Fraud Identified
927,927,23-09-2022,VPS/Wright-Bowers/535241328044/Mosleystad,imps,other credit,recharge,8694.97,1455673.34,
928,928,23-09-2022,NFS/IHND07/CASH WDL/08-02-80,atm,withdrawal,loan,7507.79,2065499.56,Fraud Identified
929,929,23-09-2022,IPS/MASTER FUEL/745742761666/000000000980/East Matthew,upi,withdrawal,recharge,-1303.08,4000444.63,
930,930,23-09-2022,IPS/MASTER FUEL/113497809351/000000000980/North Krystalton,ecs,expenses,bounce,6887.85,4111021.91,
931,931,23-09-2022,VPS/Mccall-Hardin/50287673440/New Kristina,atm,reversal credit,bounce,-4739.67,4336512.35,Fraud Identified
932,932,24-09-2022,"INF/INFT/75120380490/Tucker, Solomon and Mills /Valerie",imps,other credit,fuel,2766.57,1522595.97,Fraud Identified
933,933,24-09-2022,IPS/MASTER FUEL/968297364710/000000000980/Port Marie,atm,subsidy,fuel,6730.18,2507877.56,Verified
934,934,24-09-2022,UPI/292146396469/NO REMARKS/ptorres@upi/Lake Ruth,inft,expenses,other,-2484.69,2874948.66,Verified
935,935,24-09-2022,INF/INFT/244988415356/Marshall PLC /Megan,vps,reversal credit,fuel,3709.59,4547489.87,
936,936,25-09-2022,BIL/RCHG/2753567340/Vodafone -/459-597-5156x915,ecs,withdrawal,loan,3774.19,74491.41,Verified
937,937,26-09-2022,NFS/CIND07/CASH WDL/28-02-86,vps,other credit,bounce,-2032.93,559355.64,Fraud Identified
938,938,26-09-2022,"INF/INFT/213538552803/Velasquez, Savage and Holt /Tammy",inft,subsidy,recharge,-1627.39,2754765.44,Verified
939,939,26-09-2022,NFS/GIND07/CASH WDL/22-04-75,imps,reversal credit,fuel,-374.2,4008101.24,Verified
940,940,27-09-2022,BIL/RCHG/7526610680/Vodafone -/303.801.1803x761,inft,reversal credit,fuel,1591.11,2757358.95,Fraud Identified
941,941,27-09-2022,ATM DEC CHG/25-09-86/GST,upi,other credit,other,8935.11,3954229.95,Fraud Identified
942,942,27-09-2022,VPS/Delacruz-Aguirre/668393958103/Alexstad,atm,expenses,fuel,2998.89,4520468.46,Fraud Identified
943,943,29-09-2022,NFS/IDND07/CASH WDL/16-03-83,atm,withdrawal,loan,-4874.45,4412187.11,Fraud Identified
944,944,01-10-2022,BIL/RCHG/4112868387/Vodafone -/+1-699-385-9320x05028,imps,subsidy,recharge,-4028.26,1177649.15,Verified
945,945,02-10-2022,INF/INFT/616878068862/Krueger-Barnett /Bradley,inft,withdrawal,other,4533.58,2813883.62,
946,946,02-10-2022,VPS/Liu Inc/329672072265/Wellsmouth,imps,other credit,loan,-719.52,3489275.34,
947,947,03-10-2022,ATM DEC CHG/03-04-92/GST,imps,other credit,recharge,-3790.83,1242331.15,
948,948,03-10-2022,UPI/24473102896/NO REMARKS/garzaalexandria@upi/Lake Mariaville,ecs,expenses,other,-1476.14,2758645.07,Fraud Identified
949,949,03-10-2022,BIL/RCHG/9825127488/Vodafone -/001-882-375-4624x189,atm,reversal credit,loan,1523.53,4418532.23,
950,950,04-10-2022,VPS/Maldonado-Merritt/994561061007/Port Jacobtown,imps,other credit,other,2151.43,4654313.86,
951,951,05-10-2022,"INF/INFT/658600426069/Miles, Matthews and Fowler /Cindy",vps,reversal credit,fuel,7814.84,53797.29,Verified
952,952,05-10-2022,APBS/IOC Ref No3587627412/80150314548981,inft,withdrawal,fuel,5701.06,947642.85,Fraud Identified
953,953,06-10-2022,IPS/MASTER FUEL/659266293771/000000000980/New Scott,upi,expenses,loan,1727.46,250187.1,Verified
954,954,06-10-2022,UPI/331238508210/NO REMARKS/anthony45@upi/Raymondport,ecs,expenses,fuel,-1905.89,564150.01,
955,955,07-10-2022,UPI/14425143489/NO REMARKS/martin43@upi/South Garychester,inft,reversal credit,fuel,-4190.84,2650729.93,Fraud Identified
956,956,07-10-2022,UPI/900845048724/NO REMARKS/jesuskrueger@upi/East Roy,atm,reversal credit,other,-386.58,4497431.63,Verified
